id,title,title_english,type,source,episodes,status,airing,rating,score,rank,scored_by,popularity,favorites,members,synopsis,season,year,start,ending,studios,genres,ranking
31780,Kimi no Kokoro wa Kagayaiteru kai?,,Music,Other,1,Finished Airing,False,PG-13 - Teens 13 or older,7.23,29539,5516,6433,17,11074,Music video included with the debut single for the Love Live! Sunshine!! anime idol group Aqours.,,2015,2015-10-07,,Sunrise,,351
31830,Lilac (Bombs Jun Togawa),,Music,Unknown,1,Finished Airing,False,PG - Children,5.78,29543,588,13890,1,1071,"Music video for Vampillia's ""lilac (bombs Jun Togawa).""",,2015,2015-09-27,,Onionskin,,352
31872,Yukidaruma Kazoku,,Music,Original,1,Finished Airing,False,G - All Ages,5.2,29545,152,19282,0,316,A music video for the song by Toshiaki Chiku featured on NHK's Minna no Uta program.,,2014,2014-12-01,,,,353
31873,Kuro,,Music,Original,1,Finished Airing,False,G - All Ages,5.64,29546,158,18364,1,381,A music video for the song by Mimori Yusa that was featured on NHK's Minna no Uta program.,,2005,2005-12-01,,Creatures Inc.,,354
31874,2002-nen Halmeoni Ondo,,Music,Original,1,Finished Airing,False,G - All Ages,4.65,29547,284,15944,1,611,A music video for the song 2002-nen Halmeoni Ondo by Mika Shinno that was featured on NHK's Minna no Uta program.,,2002,2002-04-04,,,,355
31878,Mukashi Toilet ga Kowakatta!,,Music,Original,1,Finished Airing,False,G - All Ages,5.25,29548,131,19085,0,329,A music video for the song by Umezu Kazuo that was featured on NHK's Minna no Uta program.,,2000,2000-08-03,,,,356
31880,B Who I Want 2 B,,Music,Original,1,Finished Airing,False,G - All Ages,5.55,29549,1203,11721,3,2071,"Music video for Namie Amuro's ""B Who I Want 2 B"", a track from her album Genic, featuring Hatsune Miku.",,2015,2015-10-13,,,,357
31882,Bokura Machi Bouzu!,,Music,Original,1,Finished Airing,False,G - All Ages,5.33,29550,121,19604,0,295,A music video for the song by Islands that was featured on NHK's Minna no Uta program.,,1998,1998-10-02,,,,358
31908,"Ai think so,",,Music,Original,1,Finished Airing,False,G - All Ages,5.57,29554,658,13789,0,1105,"Music video for DECO*27's song ""Ai think so,"".",,2009,2009-09-25,,,,359
31925,White Tree,White Tree,Music,Music,1,Finished Airing,False,G - All Ages,5.62,29555,248,16487,0,545,"A music video of a song by the same name, performed by the band SID.",,2014,2014-12-10,,,Romance,360
